6.141841e-10	1.000000e+00
7.734144e-10	1.000000e+00
9.326447e-10	0.000000e+00
1.091875e-09	0.000000e+00
1.251105e-09	1.000000e+00
1.410335e-09	0.000000e+00
1.569566e-09	1.000000e+00
1.728796e-09	0.000000e+00
1.888026e-09	0.000000e+00
2.047257e-09	1.000000e+00
2.206487e-09	0.000000e+00
2.365717e-09	0.000000e+00
2.524947e-09	3.000000e+00
2.684178e-09	1.000000e+00
2.843408e-09	1.000000e+00
3.002638e-09	5.000000e+00
3.161869e-09	1.300000e+01
3.321099e-09	1.900000e+01
3.480329e-09	1.100000e+01
3.639559e-09	9.000000e+00
3.798790e-09	1.000000e+00
3.958020e-09	0.000000e+00
4.117250e-09	0.000000e+00
4.276480e-09	0.000000e+00
4.435711e-09	0.000000e+00
4.594941e-09	0.000000e+00
4.754171e-09	1.000000e+00
4.913402e-09	0.000000e+00
5.072632e-09	1.000000e+00
